#date,problem,instance,method,rand_seed,target,use_target,objective,time_limit,nb_max_iterations,initialization,nb_iter_local_search,max_time_local_search,local_search,adaptive,window_size,coeff_exploi_explo,simulation,O_time,P_time
#2022-10-12 15:57:56,wvcp,queen9_9gb,local_search,14,0,false,reached,3600,9223372036854775807,constrained,9000000000000000000,3600,afisa_original,pursuit,50,1,always_ls,0,0.02
turn,time,nb_colors,penalty,score,solution
0,0,14,0,186,0:0:1:1:1:2:2:3:0:3:2:1:1:3:4:3:4:2:5:6:6:4:5:0:6:4:5:0:5:3:7:7:2:0:8:8:8:0:7:8:6:9:4:5:3:10:0:10:10:10:4:10:9:9:8:6:7:7:11:5:11:8:9:7:11:12:2:12:11:11:6:4:6:12:13:12:3:13:13:13:1
9,0,11,0,180,5:7:4:2:0:5:1:2:2:5:1:4:7:5:0:0:8:1:3:2:2:0:4:4:6:3:3:4:3:2:3:8:1:4:8:6:6:8:0:1:2:5:7:6:5:7:0:0:8:7:3:6:0:8:6:13:5:13:4:1:7:12:12:8:13:6:13:1:12:6:13:12:4:12:13:7:7:2:3:12:13
10,0,11,0,178,5:7:4:2:0:5:1:2:2:5:1:4:1:5:0:0:8:1:7:2:2:0:4:4:6:3:3:4:3:2:3:8:1:4:8:6:6:8:0:1:2:5:7:6:5:7:0:0:8:7:3:6:0:8:6:13:5:13:4:1:12:12:12:8:13:6:13:1:12:6:13:12:4:12:13:7:7:2:3:12:13
11,0,11,0,177,5:7:4:2:0:5:1:2:2:5:1:4:1:5:0:0:8:1:7:2:2:0:4:4:6:3:3:4:3:2:3:8:1:4:8:6:6:8:0:1:2:5:7:6:5:7:0:0:8:7:3:6:0:8:6:3:5:13:4:1:12:12:12:8:13:6:13:1:12:6:13:12:4:12:13:7:7:2:3:12:13
12,0,11,0,175,5:7:4:2:0:5:1:2:2:5:1:4:1:5:0:0:8:1:7:2:2:0:4:4:6:3:3:4:3:2:3:8:1:4:8:6:6:8:0:1:2:5:7:6:5:7:0:0:8:7:3:6:0:8:6:3:5:5:4:1:12:12:12:8:13:6:13:1:12:6:13:12:4:12:13:7:7:2:3:12:13
14,0,11,0,172,5:7:4:2:0:5:1:2:2:5:1:4:1:5:0:0:8:1:7:2:2:0:4:4:7:3:3:4:3:2:3:8:1:4:8:6:6:8:0:1:2:5:7:6:5:7:0:0:8:7:3:6:0:8:1:3:5:5:4:1:12:12:12:8:13:3:13:1:12:6:13:12:4:12:13:4:2:12:3:12:13
53,1,12,0,171,12:12:6:6:6:0:0:7:12:7:1:6:6:13:7:7:1:12:13:1:0:6:13:12:1:2:2:7:6:12:2:4:6:1:8:8:0:12:7:8:0:13:13:7:4:8:12:7:8:9:2:4:13:9:0:4:13:4:3:1:3:8:9:8:3:2:3:1:3:0:4:9:5:9:4:5:5:6:2:5:9
66,1,13,0,170,2:2:13:13:13:1:1:0:2:0:3:13:2:1:0:0:3:2:12:3:12:1:10:1:3:7:2:0:7:7:7:12:13:3:12:10:10:2:0:10:7:12:9:0:6:9:12:0:12:6:10:9:6:12:1:9:6:13:7:3:6:10:6:16:16:7:16:3:9:10:6:1:4:16:9:4:4:16:14:4:13
67,1,12,0,169,2:2:13:13:13:1:1:0:2:0:3:13:2:1:0:0:3:2:12:3:12:1:10:1:3:7:2:0:7:7:7:12:13:3:12:10:10:2:0:10:7:12:9:0:6:9:12:0:12:6:10:9:6:12:1:9:6:13:7:3:6:10:6:16:16:7:16:3:9:10:6:1:4:16:9:4:4:16:4:4:13
429,8,13,0,168,13:13:7:7:7:12:12:3:13:3:12:7:13:3:6:3:6:13:2:12:2:7:1:1:6:2:2:1:7:3:16:5:12:7:2:1:6:13:16:16:13:6:6:5:3:5:13:12:6:16:16:5:7:2:16:6:1:5:0:5:0:16:1:10:10:11:0:11:0:10:10:2:1:0:11:1:3:11:10:9:9
